Measure,Domain,Decile,Ethnicity,Ethnicity_type,Geography,Geography_type,Geography_code,Value,Value_type,Numerator,Denominator
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,9.1,%,47154,517001
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,8.7,%,44956,517001
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.2,%,52717,517001
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.1,%,57596,517001
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.3,%,58409,517001
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.3,%,58366,517001
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.4,%,53958,517001
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.6,%,49583,517001
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.8,%,45735,517001
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.8,%,45487,517001
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,9.7,%,50194,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,7.6,%,39210,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.8,%,45754,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.2,%,52744,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.7,%,55147,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.7,%,55289,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.5,%,54329,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.1,%,52025,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.8,%,50790,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.2,%,52497,517001
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,11.5,%,59216,517001
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,6,%,30874,517001
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,7.4,%,38406,517001
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.5,%,43808,517001
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,9,%,46566,517001
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.8,%,50617,517001
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.7,%,55186,517001
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.8,%,56041,517001
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.1,%,57347,517001
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,12,%,61895,517001
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,14.8,%,76261,517001
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,8,%,41153,517001
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.2,%,42224,517001
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.3,%,47998,517001
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.8,%,50805,517001
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.2,%,52886,517001
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.2,%,52967,517001
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.4,%,53858,517001
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.7,%,55132,517001
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.6,%,55042,517001
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,12.6,%,64936,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,10.6,%,54874,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.8,%,61155,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,12,%,62048,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,12.2,%,63207,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.5,%,59366,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.5,%,54205,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.7,%,50332,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.6,%,44351,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,7.2,%,37084,517001
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,5.9,%,30379,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,12.9,%,66696,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,14.2,%,73504,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,13.6,%,70330,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,12.1,%,62655,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,10.3,%,53229,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.8,%,45690,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.1,%,41799,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,7.2,%,37092,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,6.8,%,35383,517001
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,5.9,%,30623,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,11.6,%,59900,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,White Irish,ONS 2011 18+1,England,Country,E92000001,14.2,%,73578,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,White Irish,ONS 2011 18+1,England,Country,E92000001,14.1,%,72907,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,White Irish,ONS 2011 18+1,England,Country,E92000001,12.3,%,63471,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,White Irish,ONS 2011 18+1,England,Country,E92000001,11.4,%,58696,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,White Irish,ONS 2011 18+1,England,Country,E92000001,9.3,%,48122,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,White Irish,ONS 2011 18+1,England,Country,E92000001,8.4,%,43186,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,White Irish,ONS 2011 18+1,England,Country,E92000001,7.1,%,36683,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,White Irish,ONS 2011 18+1,England,Country,E92000001,6.5,%,33759,517001
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,White Irish,ONS 2011 18+1,England,Country,E92000001,5.2,%,26699,517001
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,13.2,%,157100,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,14.2,%,169126,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,13.4,%,160389,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.5,%,136879,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.9,%,118126,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.1,%,108110,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.8,%,93062,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.4,%,88242,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,7,%,83037,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,6.6,%,78808,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,14.4,%,172259,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,14,%,167552,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,12.6,%,150841,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.5,%,137573,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.4,%,124272,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.7,%,104184,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.5,%,89941,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,6.8,%,81142,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,6.5,%,77287,1192879
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,7.4,%,87828,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,11.7,%,139836,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,12.4,%,147785,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,12,%,143599,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.3,%,134659,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.2,%,121937,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.4,%,112505,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.6,%,102484,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.7,%,92170,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.6,%,90509,1192879
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,9,%,107395,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,10.7,%,127088,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.7,%,127871,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.2,%,121732,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.1,%,120603,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.1,%,120080,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,10,%,118783,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.6,%,114176,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.2,%,109980,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.2,%,109851,1192879
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,10.3,%,122715,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,10.8,%,128822,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.1,%,132288,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.2,%,133968,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.8,%,128767,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.4,%,123717,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.9,%,118047,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.2,%,110327,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.9,%,106202,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.2,%,97648,1192879
Percentage of people living in these neighbourhoods,Health Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,9.5,%,113093,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,13.6,%,162495,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,14,%,166704,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,13.4,%,160408,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,12.7,%,151066,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.3,%,134300,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,9.5,%,112777,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.2,%,97786,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,6.9,%,82743,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,5.8,%,68874,1192879
Percentage of people living in these neighbourhoods,Crime Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,4.7,%,55726,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,15.6,%,185785,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,15,%,178701,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,13.7,%,163203,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,11.8,%,140316,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.3,%,122368,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.8,%,104813,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.6,%,91188,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,6.7,%,79410,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,5.9,%,69997,1192879
Percentage of people living in these neighbourhoods,Housing Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,4.8,%,57098,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,10% most deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,12.3,%,147247,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,10% to 20%,Mixed,ONS 2011 5+1,England,Country,E92000001,15.2,%,181737,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,20% to 30%,Mixed,ONS 2011 5+1,England,Country,E92000001,14.5,%,173061,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,30% to 40%,Mixed,ONS 2011 5+1,England,Country,E92000001,12.8,%,153043,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,40% to 50%,Mixed,ONS 2011 5+1,England,Country,E92000001,10.7,%,127335,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,50% to 60%,Mixed,ONS 2011 5+1,England,Country,E92000001,8.9,%,105953,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,60% to 70%,Mixed,ONS 2011 5+1,England,Country,E92000001,7.6,%,90777,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,70% to 80%,Mixed,ONS 2011 5+1,England,Country,E92000001,6.7,%,79521,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,80% to 90%,Mixed,ONS 2011 5+1,England,Country,E92000001,6.1,%,72436,1192879
Percentage of people living in these neighbourhoods,Environment Deprivation,10% least deprived,Mixed,ONS 2011 5+1,England,Country,E92000001,5.2,%,61769,1192879
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.1,%,33704,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.4,%,34662,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.8,%,35947,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.6,%,35245,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.8,%,32693,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.9,%,32961,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.4,%,31183,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.5,%,31471,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.4,%,31427,332708
Percentage of people living in these neighbourhoods,Index of Multiple Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10,%,33415,332708
Percentage of people living in these neighbourhoods,Income Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.7,%,35448,332708
Percentage of people living in these neighbourhoods,Income Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.4,%,34627,332708
Percentage of people living in these neighbourhoods,Income Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.5,%,34798,332708
Percentage of people living in these neighbourhoods,Income Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.6,%,35391,332708
Percentage of people living in these neighbourhoods,Income Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.6,%,35162,332708
Percentage of people living in these neighbourhoods,Income Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.7,%,32232,332708
Percentage of people living in these neighbourhoods,Income Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.1,%,30133,332708
Percentage of people living in these neighbourhoods,Income Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.6,%,28726,332708
Percentage of people living in these neighbourhoods,Income Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.8,%,29316,332708
Percentage of people living in these neighbourhoods,Income Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.1,%,36875,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.8,%,29156,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.4,%,31429,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.8,%,32672,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.9,%,33081,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10,%,33218,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.6,%,31791,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.8,%,32524,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.4,%,31359,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10,%,33287,332708
Percentage of people living in these neighbourhoods,Employment Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,13.3,%,44191,332708
Percentage of people living in these neighbourhoods,Education Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.7,%,28887,332708
Percentage of people living in these neighbourhoods,Education Deprivation,10% to 20%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.6,%,28722,332708
Percentage of people living in these neighbourhoods,Education Deprivation,20% to 30%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.6,%,28501,332708
Percentage of people living in these neighbourhoods,Education Deprivation,30% to 40%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.8,%,29427,332708
Percentage of people living in these neighbourhoods,Education Deprivation,40% to 50%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.9,%,29713,332708
Percentage of people living in these neighbourhoods,Education Deprivation,50% to 60%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,9.5,%,31746,332708
Percentage of people living in these neighbourhoods,Education Deprivation,60% to 70%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10,%,33153,332708
Percentage of people living in these neighbourhoods,Education Deprivation,70% to 80%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,10.3,%,34394,332708
Percentage of people living in these neighbourhoods,Education Deprivation,80% to 90%,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,11.3,%,37598,332708
Percentage of people living in these neighbourhoods,Education Deprivation,10% least deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,15.2,%,50567,332708
Percentage of people living in these neighbourhoods,Health Deprivation,10% most deprived,Mixed White/Asian,ONS 2011 18+1,England,Country,E92000001,8.5,%,28284,332708
